order_id,order_date,customer_id,store_id,promotion_id,channel,payment_method,order_status,subtotal,tax_amount,shipping_amount,total_amount,total_cost
ORD-000207,2023-10-12,CUST-00475,,PROMO-014,Marketplace,Apple Pay,Completed,2296.43,172.23,10.07,2478.73,1025.47
ORD-000208,2023-12-06,CUST-02051,,PROMO-014,Mobile App,Cash,Cancelled,2501.5,187.61,0.57,2689.68,1214.56
ORD-000209,2023-08-11,CUST-01292,,PROMO-014,Website,Apple Pay,Completed,996.97,74.77,13.32,1085.06,497.19
ORD-000210,2024-02-25,CUST-01699,,PROMO-014,Website,PayPal,Completed,235.33,17.65,5.74,258.72,103.58
ORD-000211,2023-09-02,CUST-01905,,PROMO-014,Phone,Credit Card,Completed,5213.62,391.02,8.37,5613.01,2147.18
ORD-000212,2023-07-18,CUST-02577,STORE-008,PROMO-014,In-Store,Cash,Cancelled,3993.62,299.52,0.0,4293.14,1935.79
ORD-000213,2023-01-27,CUST-02561,,PROMO-014,Phone,Debit Card,Processing,2749.92,206.24,13.41,2969.57,1422.71
ORD-000214,2023-01-09,CUST-00692,STORE-007,PROMO-014,In-Store,Debit Card,Completed,1491.85,111.89,0.0,1603.74,725.94
ORD-000215,2023-01-02,CUST-00741,,PROMO-014,Phone,PayPal,Processing,881.85,66.14,8.83,956.82,424.06
ORD-000216,2024-11-22,CUST-00636,STORE-015,PROMO-014,In-Store,Gift Card,Returned,346.73,26.0,0.0,372.73,182.96
ORD-000217,2023-12-28,CUST-01476,,PROMO-007,Marketplace,Cash,Processing,817.18,61.29,8.19,886.66,443.62
ORD-000218,2024-06-01,CUST-01177,,PROMO-014,Phone,Credit Card,Completed,126.91,9.52,14.23,150.66,65.21
ORD-000219,2023-07-28,CUST-01119,,PROMO-014,Phone,Gift Card,Completed,147.82,11.09,3.26,162.17,65.89
ORD-000220,2024-04-04,CUST-00521,STORE-008,PROMO-014,Marketplace,Cash,Returned,241.38,18.1,10.87,270.35,116.33
ORD-000221,2024-12-26,CUST-02153,STORE-002,PROMO-013,In-Store,Gift Card,Returned,139.78,10.48,0.0,150.26,54.37
ORD-000222,2023-02-25,CUST-01387,,PROMO-014,Website,Gift Card,Returned,4495.88,337.19,3.65,4836.72,2316.04
ORD-000223,2023-09-26,CUST-02333,STORE-010,PROMO-014,Mobile App,PayPal,Processing,259.6,19.47,13.76,292.83,143.23
ORD-000224,2023-10-30,CUST-00436,STORE-012,PROMO-014,In-Store,Gift Card,Cancelled,626.01,46.95,0.0,672.96,322.8
ORD-000225,2024-03-18,CUST-01504,STORE-001,PROMO-014,In-Store,Credit Card,Cancelled,2955.63,221.67,0.0,3177.3,1575.46
ORD-000226,2024-01-10,CUST-00349,STORE-003,PROMO-014,Mobile App,Cash,Shipped,1701.8,127.64,14.68,1844.12,917.55
ORD-000227,2024-02-02,CUST-00120,STORE-011,PROMO-014,In-Store,Credit Card,Shipped,959.62,71.97,0.0,1031.59,477.64
ORD-000228,2024-06-19,CUST-01280,,PROMO-014,Marketplace,Cash,Completed,886.62,66.5,0.92,954.04,455.95
ORD-000229,2024-09-14,CUST-02103,STORE-003,PROMO-014,In-Store,Credit Card,Completed,2810.22,210.77,0.0,3020.99,1462.28
ORD-000230,2023-08-23,CUST-01393,,PROMO-014,Marketplace,Cash,Shipped,1897.26,142.29,3.52,2043.07,941.32
ORD-000231,2023-01-08,CUST-02701,STORE-013,PROMO-001,In-Store,Debit Card,Completed,446.7,33.5,0.0,480.2,238.8
ORD-000232,2024-06-03,CUST-01160,STORE-005,PROMO-014,In-Store,Cash,Completed,171.32,12.85,0.0,184.17,56.78
ORD-000233,2023-10-30,CUST-01920,STORE-013,PROMO-014,Mobile App,PayPal,Returned,20.18,1.51,2.45,24.14,7.77
ORD-000234,2023-07-03,CUST-00118,STORE-015,PROMO-014,Marketplace,Credit Card,Cancelled,51.7,3.88,2.17,57.75,28.82
ORD-000235,2024-05-31,CUST-00870,STORE-004,PROMO-014,In-Store,Gift Card,Completed,1452.26,108.92,0.0,1561.18,608.95
ORD-000236,2024-01-21,CUST-02215,,PROMO-014,Phone,Debit Card,Completed,111.95,8.4,2.79,123.14,54.51
ORD-000237,2024-08-30,CUST-00223,,PROMO-014,Phone,PayPal,Shipped,1141.51,85.61,13.77,1240.89,645.3
ORD-000238,2024-11-20,CUST-02674,STORE-003,PROMO-014,In-Store,Cash,Returned,839.22,62.94,0.0,902.16,318.15
ORD-000239,2024-10-20,CUST-01021,,PROMO-014,Website,PayPal,Shipped,73.93,5.54,1.66,81.13,35.65
ORD-000240,2023-07-12,CUST-02337,,PROMO-014,Marketplace,Gift Card,Shipped,196.53,14.74,12.77,224.04,79.47
ORD-000241,2023-09-19,CUST-01348,,PROMO-014,Mobile App,Credit Card,Processing,899.72,67.48,15.86,983.06,505.32
ORD-000242,2023-06-11,CUST-01301,,PROMO-014,Website,Apple Pay,Returned,73.93,5.54,2.88,82.35,35.65
ORD-000243,2023-05-13,CUST-00215,,PROMO-014,Phone,Gift Card,Completed,3193.25,239.49,1.12,3433.86,1782.35
ORD-000244,2023-07-07,CUST-02870,STORE-010,PROMO-014,In-Store,Credit Card,Shipped,694.93,52.12,0.0,747.05,316.44
ORD-000245,2023-02-12,CUST-02829,,PROMO-014,Phone,Cash,Cancelled,679.82,50.99,13.8,744.61,259.14
ORD-000246,2023-03-05,CUST-02592,,PROMO-014,Phone,Gift Card,Cancelled,5574.32,418.07,13.7,6006.09,2474.56
ORD-000247,2023-12-23,CUST-00299,STORE-012,PROMO-014,Mobile App,Cash,Processing,1126.06,84.45,0.61,1211.12,427.78
ORD-000248,2023-08-25,CUST-01091,STORE-012,PROMO-014,In-Store,Cash,Completed,636.15,47.71,0.0,683.86,314.7
ORD-000249,2024-06-12,CUST-00985,,PROMO-010,Mobile App,Credit Card,Processing,425.76,31.93,0.52,458.21,178.27
ORD-000250,2024-03-08,CUST-02249,,PROMO-014,Website,Gift Card,Returned,2763.9,207.29,7.18,2978.37,1362.17
ORD-000251,2023-10-09,CUST-01074,STORE-008,PROMO-014,Marketplace,Cash,Completed,714.38,53.58,10.89,778.85,282.01
ORD-000252,2024-08-02,CUST-01251,,PROMO-014,Website,Apple Pay,Shipped,2002.97,150.22,6.74,2159.93,1085.42
ORD-000253,2024-09-11,CUST-01863,STORE-008,PROMO-011,In-Store,Gift Card,Completed,339.92,25.49,0.0,365.41,196.29
ORD-000254,2024-10-25,CUST-01686,STORE-014,PROMO-014,Phone,Cash,Completed,2884.39,216.33,6.51,3107.23,1049.88
ORD-000255,2023-04-05,CUST-01101,STORE-004,PROMO-014,Mobile App,Credit Card,Completed,1039.4,77.96,11.7,1129.06,340.84
ORD-000256,2023-09-12,CUST-00593,,PROMO-014,Phone,Debit Card,Completed,260.81,19.56,0.67,281.04,98.32
ORD-000257,2023-01-14,CUST-01816,,PROMO-014,Marketplace,Gift Card,Cancelled,3394.75,254.61,11.71,3661.07,1853.94
ORD-000258,2024-04-29,CUST-02266,,PROMO-014,Website,Gift Card,Returned,964.92,72.37,2.86,1040.15,456.04
ORD-000259,2024-11-23,CUST-00097,,PROMO-014,Website,Gift Card,Shipped,1071.31,80.35,10.06,1161.72,514.29
ORD-000260,2023-08-25,CUST-01913,STORE-002,PROMO-005,Marketplace,Apple Pay,Shipped,3497.0,262.27,2.96,3762.23,1772.25
ORD-000261,2024-06-19,CUST-00840,,PROMO-010,Phone,Gift Card,Shipped,338.56,25.39,2.01,365.96,179.86
ORD-000262,2023-08-25,CUST-01331,,PROMO-005,Website,Cash,Completed,4294.36,322.08,9.45,4625.89,2213.96
ORD-000263,2023-06-13,CUST-00754,,PROMO-014,Website,Debit Card,Returned,970.24,72.77,10.06,1053.07,372.96
ORD-000264,2023-06-06,CUST-02408,STORE-014,PROMO-014,In-Store,Gift Card,Completed,490.13,36.76,0.0,526.89,267.76
ORD-000265,2024-07-27,CUST-02011,STORE-006,PROMO-014,In-Store,Credit Card,Shipped,1625.62,121.92,0.0,1747.54,808.21
ORD-000266,2024-07-30,CUST-01343,STORE-014,PROMO-014,In-Store,Gift Card,Returned,8951.15,671.34,0.0,9622.49,4293.22
ORD-000267,2024-11-15,CUST-00429,,PROMO-014,Phone,Cash,Returned,1409.9,105.74,9.44,1525.08,720.81
ORD-000268,2023-02-08,CUST-00043,,PROMO-014,Marketplace,Cash,Completed,3502.36,262.68,5.13,3770.17,1332.6
ORD-000269,2023-07-01,CUST-02917,STORE-003,PROMO-004,In-Store,Debit Card,Completed,4592.5,344.44,0.0,4936.94,1777.54
ORD-000270,2023-02-22,CUST-02054,,PROMO-014,Mobile App,Cash,Completed,613.11,45.98,10.73,669.82,278.34
ORD-000271,2023-01-29,CUST-02713,STORE-014,PROMO-014,In-Store,Credit Card,Completed,193.35,14.5,0.0,207.85,86.93
ORD-000272,2024-12-21,CUST-01272,,PROMO-014,Marketplace,Gift Card,Shipped,2587.44,194.06,6.78,2788.28,1255.95
ORD-000273,2023-03-20,CUST-01546,STORE-004,PROMO-014,In-Store,Cash,Shipped,88.58,6.64,0.0,95.22,41.82
ORD-000274,2024-05-07,CUST-00825,,PROMO-014,Phone,Gift Card,Processing,1662.24,124.67,11.59,1798.5,887.08
ORD-000275,2024-04-04,CUST-02552,,PROMO-014,Mobile App,Debit Card,Shipped,145.99,10.95,8.32,165.26,45.8
ORD-000276,2024-04-13,CUST-01161,STORE-015,PROMO-014,In-Store,Gift Card,Completed,1471.71,110.38,0.0,1582.09,711.56
ORD-000277,2024-02-25,CUST-01204,,PROMO-014,Marketplace,Debit Card,Returned,272.45,20.43,0.09,292.97,136.15
ORD-000278,2023-11-11,CUST-01660,STORE-015,PROMO-014,In-Store,Gift Card,Completed,501.08,37.58,0.0,538.66,265.5
ORD-000279,2023-11-08,CUST-00047,,PROMO-014,Phone,Debit Card,Cancelled,4711.19,353.34,15.27,5079.8,2316.86
ORD-000280,2023-05-24,CUST-01202,STORE-015,PROMO-014,In-Store,Debit Card,Cancelled,1182.53,88.69,0.0,1271.22,679.95
ORD-000281,2024-01-03,CUST-01351,,PROMO-014,Mobile App,Gift Card,Processing,584.66,43.85,15.35,643.86,295.75
ORD-000282,2023-11-03,CUST-00313,,PROMO-014,Phone,PayPal,Returned,2189.14,164.19,10.02,2363.35,1086.0
ORD-000283,2024-12-12,CUST-01220,STORE-010,PROMO-014,In-Store,Gift Card,Completed,4780.65,358.55,0.0,5139.2,2334.11
ORD-000284,2023-04-15,CUST-02586,,PROMO-014,Marketplace,PayPal,Completed,580.05,43.5,1.78,625.33,260.79
ORD-000285,2023-04-02,CUST-01355,STORE-005,PROMO-014,In-Store,Gift Card,Shipped,445.0,33.38,0.0,478.38,179.34
ORD-000286,2023-05-16,CUST-01724,STORE-012,PROMO-014,In-Store,Gift Card,Processing,1185.51,88.91,0.0,1274.42,571.47
ORD-000287,2023-09-29,CUST-02879,,PROMO-014,Marketplace,Debit Card,Completed,457.62,34.32,14.55,506.49,257.76
ORD-000288,2024-04-19,CUST-01788,STORE-009,PROMO-014,Phone,Gift Card,Completed,1335.06,100.13,11.04,1446.23,573.32
ORD-000289,2023-08-09,CUST-02698,,PROMO-005,Website,Credit Card,Processing,2301.76,172.63,1.43,2475.82,1066.94
ORD-000290,2024-02-23,CUST-01738,,PROMO-014,Website,Cash,Completed,119.21,8.94,12.19,140.34,66.71
ORD-000291,2024-07-17,CUST-02231,,PROMO-014,Phone,Cash,Cancelled,2392.97,179.47,7.78,2580.22,1051.77
ORD-000292,2024-11-26,CUST-02224,STORE-014,PROMO-014,In-Store,Credit Card,Cancelled,2898.0,217.35,0.0,3115.35,1364.6
ORD-000293,2024-04-02,CUST-00028,STORE-010,PROMO-014,In-Store,Gift Card,Completed,3583.7,268.78,0.0,3852.48,1344.15
ORD-000294,2023-03-31,CUST-02684,,PROMO-014,Website,Cash,Processing,764.27,57.32,3.27,824.86,410.57
ORD-000295,2024-05-14,CUST-00452,STORE-007,PROMO-014,In-Store,Gift Card,Completed,1147.65,86.07,0.0,1233.72,421.87
ORD-000296,2024-05-18,CUST-01792,,PROMO-014,Marketplace,Gift Card,Completed,929.1,69.68,15.98,1014.76,356.04
ORD-000297,2023-01-15,CUST-00887,STORE-015,PROMO-014,Website,PayPal,Cancelled,3381.57,253.62,10.17,3645.36,1618.29
ORD-000298,2023-08-17,CUST-00524,,PROMO-005,Marketplace,Cash,Completed,57.57,4.32,5.33,67.22,35.25
ORD-000299,2023-10-20,CUST-00292,,PROMO-014,Phone,Apple Pay,Returned,1218.9,91.42,8.0,1318.32,561.83
ORD-000300,2023-06-08,CUST-00894,,PROMO-014,Phone,Gift Card,Returned,3127.7,234.58,5.75,3368.03,1853.3
ORD-000301,2024-11-05,CUST-02490,,PROMO-014,Website,Apple Pay,Shipped,277.62,20.82,7.74,306.18,121.68
ORD-000302,2024-06-10,CUST-02935,STORE-006,PROMO-014,Mobile App,Apple Pay,Returned,1761.97,132.15,5.56,1899.68,817.12
ORD-000303,2024-11-18,CUST-00418,STORE-014,PROMO-014,In-Store,Gift Card,Completed,772.62,57.95,0.0,830.57,380.7
ORD-000304,2023-10-16,CUST-00505,STORE-014,PROMO-014,Website,Debit Card,Processing,726.52,54.49,12.98,793.99,339.36
ORD-000305,2023-06-05,CUST-00815,,PROMO-014,Marketplace,Apple Pay,Completed,971.02,72.83,15.71,1059.56,422.13
ORD-000306,2023-11-26,CUST-01545,,PROMO-014,Marketplace,PayPal,Cancelled,6535.83,490.19,1.44,7027.46,3187.11
ORD-000307,2024-12-29,CUST-01751,,PROMO-013,Mobile App,Cash,Completed,560.12,42.01,3.88,606.01,423.48
ORD-000308,2023-11-25,CUST-00640,STORE-014,PROMO-006,Mobile App,Apple Pay,Shipped,362.91,27.22,14.93,405.06,129.07
ORD-000309,2023-09-10,CUST-00867,,PROMO-014,Website,Apple Pay,Completed,23.94,1.8,10.85,36.59,7.97
ORD-000310,2023-02-17,CUST-00208,,PROMO-014,Phone,Debit Card,Shipped,1716.54,128.74,13.8,1859.08,594.78
ORD-000311,2024-10-26,CUST-00300,,PROMO-014,Marketplace,Apple Pay,Shipped,3172.63,237.95,9.28,3419.86,1629.75
ORD-000312,2023-10-20,CUST-02312,,PROMO-014,Marketplace,Gift Card,Completed,173.34,13.0,14.92,201.26,90.84
ORD-000313,2023-08-28,CUST-02831,,PROMO-005,Website,Credit Card,Processing,2267.41,170.06,9.52,2446.99,1028.41
ORD-000314,2023-07-27,CUST-01521,,PROMO-014,Mobile App,PayPal,Completed,144.84,10.86,11.27,166.97,79.61
ORD-000315,2024-12-06,CUST-00183,,PROMO-014,Phone,Apple Pay,Processing,1158.7,86.9,9.18,1254.78,533.89
ORD-000316,2024-05-28,CUST-01844,,PROMO-014,Marketplace,Debit Card,Completed,175.01,13.13,8.19,196.33,85.81
ORD-000317,2024-07-09,CUST-00151,,PROMO-014,Phone,PayPal,Completed,3335.42,250.16,1.38,3586.96,1452.81
ORD-000318,2023-07-02,CUST-00764,,PROMO-014,Website,Debit Card,Completed,3789.62,284.22,4.71,4078.55,1975.27
ORD-000319,2023-04-20,CUST-02922,,PROMO-014,Phone,Cash,Processing,894.03,67.05,10.6,971.68,365.94
ORD-000320,2023-01-10,CUST-01881,,PROMO-014,Mobile App,PayPal,Cancelled,4765.87,357.44,12.03,5135.34,2416.27
ORD-000321,2023-07-27,CUST-01242,,PROMO-014,Mobile App,Gift Card,Cancelled,4116.84,308.76,1.1,4426.7,1839.28
ORD-000322,2023-09-16,CUST-01554,,PROMO-014,Marketplace,Credit Card,Completed,3182.69,238.7,9.31,3430.7,1560.43
ORD-000323,2023-09-26,CUST-00537,,PROMO-014,Mobile App,Credit Card,Shipped,1048.09,78.61,11.63,1138.33,528.56
ORD-000324,2024-10-19,CUST-01942,STORE-013,PROMO-014,Website,Debit Card,Completed,2653.23,198.99,5.52,2857.74,1198.82
ORD-000325,2024-06-13,CUST-00827,STORE-015,PROMO-010,In-Store,Debit Card,Completed,2061.9,154.64,0.0,2216.54,943.08
ORD-000326,2024-07-13,CUST-01188,STORE-008,PROMO-014,In-Store,Credit Card,Returned,1796.97,134.77,0.0,1931.74,886.6
ORD-000327,2024-10-08,CUST-02569,,PROMO-014,Website,Apple Pay,Shipped,5383.55,403.77,3.3,5790.62,2349.03
ORD-000328,2024-12-06,CUST-01350,STORE-002,PROMO-014,Website,Gift Card,Processing,471.66,35.37,2.74,509.77,241.5
ORD-000329,2024-01-31,CUST-01594,,PROMO-014,Mobile App,PayPal,Completed,7503.72,562.78,14.44,8080.94,3779.54
ORD-000330,2024-08-21,CUST-00044,STORE-002,PROMO-014,In-Store,Credit Card,Completed,914.79,68.61,0.0,983.4,470.3
ORD-000331,2024-04-11,CUST-01424,,PROMO-014,Phone,Gift Card,Completed,3752.86,281.46,10.12,4044.44,1909.9
ORD-000332,2023-09-04,CUST-02160,,PROMO-014,Mobile App,Debit Card,Completed,389.63,29.22,8.4,427.25,153.56
ORD-000333,2023-04-22,CUST-01468,,PROMO-014,Mobile App,Gift Card,Completed,589.59,44.22,2.43,636.24,238.41
ORD-000334,2024-07-30,CUST-01838,STORE-012,PROMO-014,In-Store,Gift Card,Shipped,544.01,40.8,0.0,584.81,242.81
ORD-000335,2024-09-07,CUST-00941,,PROMO-011,Website,Gift Card,Returned,101.32,7.6,1.05,109.97,47.04
ORD-000336,2023-05-10,CUST-01694,,PROMO-014,Marketplace,Gift Card,Returned,230.57,17.29,12.09,259.95,131.26
ORD-000337,2024-02-11,CUST-02294,,PROMO-014,Mobile App,Apple Pay,Completed,130.73,9.8,3.25,143.78,69.21
ORD-000338,2023-02-19,CUST-02915,STORE-003,PROMO-014,In-Store,Credit Card,Completed,227.32,17.05,0.0,244.37,117.74
ORD-000339,2024-03-30,CUST-00832,,PROMO-014,Marketplace,Gift Card,Completed,1639.95,123.0,13.5,1776.45,716.82
ORD-000340,2023-06-01,CUST-01622,,PROMO-014,Marketplace,Debit Card,Completed,138.93,10.42,14.34,163.69,59.53
ORD-000341,2023-04-17,CUST-00357,,PROMO-014,Mobile App,PayPal,Completed,2985.06,223.88,10.15,3219.09,1136.91
ORD-000342,2024-12-02,CUST-00612,,PROMO-014,Phone,Cash,Processing,646.76,48.51,15.6,710.87,341.98
ORD-000343,2024-10-18,CUST-01148,STORE-006,PROMO-014,In-Store,Credit Card,Returned,631.55,47.37,0.0,678.92,191.76
ORD-000344,2024-07-25,CUST-02053,,PROMO-014,Phone,Apple Pay,Cancelled,225.16,16.89,0.63,242.68,94.08
ORD-000345,2023-02-06,CUST-01521,STORE-006,PROMO-014,In-Store,Cash,Completed,1063.03,79.73,0.0,1142.76,489.04
ORD-000346,2023-03-10,CUST-00860,STORE-001,PROMO-014,In-Store,Credit Card,Completed,2905.6,217.92,0.0,3123.52,1434.25
ORD-000347,2024-06-27,CUST-01607,,PROMO-014,Website,Debit Card,Completed,74.64,5.6,5.57,85.81,43.88
ORD-000348,2023-03-15,CUST-00539,,PROMO-014,Phone,Debit Card,Completed,768.87,57.67,6.24,832.78,448.22
ORD-000349,2023-03-02,CUST-00483,STORE-008,PROMO-014,In-Store,Gift Card,Cancelled,6700.49,502.54,0.0,7203.03,2380.57
ORD-000350,2023-10-17,CUST-02833,,PROMO-014,Phone,Debit Card,Completed,426.88,32.02,5.04,463.94,208.24
ORD-000351,2023-04-28,CUST-00509,STORE-014,PROMO-014,In-Store,Gift Card,Returned,1611.85,120.89,0.0,1732.74,644.44
ORD-000352,2024-02-10,CUST-00951,STORE-011,PROMO-014,In-Store,Credit Card,Completed,2822.85,211.71,0.0,3034.56,1477.87
ORD-000353,2023-08-19,CUST-01728,,PROMO-014,Marketplace,Debit Card,Shipped,647.96,48.6,3.63,700.19,311.72
ORD-000354,2023-01-28,CUST-01729,,PROMO-014,Phone,Apple Pay,Completed,454.1,34.06,11.28,499.44,240.42
ORD-000355,2023-04-20,CUST-00029,,PROMO-014,Mobile App,Cash,Shipped,497.84,37.34,12.49,547.67,197.0
ORD-000356,2023-10-21,CUST-00640,,PROMO-014,Phone,Gift Card,Returned,5930.8,444.81,3.36,6378.97,3432.56
ORD-000357,2023-06-09,CUST-02156,,PROMO-014,Phone,Credit Card,Completed,372.46,27.93,3.68,404.07,181.38
ORD-000358,2023-12-17,CUST-01606,,PROMO-007,Marketplace,Apple Pay,Completed,23.52,1.76,5.08,30.36,12.24
ORD-000359,2023-10-11,CUST-01056,,PROMO-014,Phone,Apple Pay,Returned,3320.37,249.03,0.11,3569.51,1587.75
ORD-000360,2024-06-26,CUST-02002,,PROMO-014,Mobile App,Cash,Completed,1038.98,77.92,10.72,1127.62,504.54
ORD-000361,2023-08-25,CUST-00681,,PROMO-014,Phone,PayPal,Completed,631.9,47.39,3.12,682.41,216.14
ORD-000362,2023-01-03,CUST-02233,,PROMO-014,Marketplace,Gift Card,Cancelled,2986.15,223.96,7.07,3217.18,1704.37
ORD-000363,2023-01-24,CUST-01445,STORE-013,PROMO-014,In-Store,Cash,Cancelled,1103.45,82.76,0.0,1186.21,615.95
ORD-000364,2024-08-25,CUST-00594,STORE-001,PROMO-014,Marketplace,Credit Card,Returned,794.03,59.55,10.19,863.77,305.33
ORD-000365,2023-01-22,CUST-02214,,PROMO-014,Marketplace,PayPal,Shipped,2967.81,222.59,3.3,3193.7,1546.78
ORD-000366,2024-01-30,CUST-01768,STORE-011,PROMO-014,In-Store,Credit Card,Returned,1694.18,127.06,0.0,1821.24,770.76
ORD-000367,2023-08-26,CUST-02710,,PROMO-014,Mobile App,Apple Pay,Completed,4460.68,334.55,6.44,4801.67,1632.76
ORD-000368,2023-03-11,CUST-00746,STORE-006,PROMO-014,Website,PayPal,Completed,131.61,9.87,7.65,149.13,57.7
ORD-000369,2024-10-04,CUST-02191,STORE-007,PROMO-014,Mobile App,Debit Card,Completed,561.52,42.11,9.42,613.05,222.0
ORD-000370,2024-07-24,CUST-00007,,PROMO-014,Website,Credit Card,Completed,238.27,17.87,14.3,270.44,105.58
ORD-000371,2023-06-10,CUST-02184,,PROMO-014,Website,Debit Card,Processing,2292.45,171.93,8.6,2472.98,1291.67
ORD-000372,2024-12-01,CUST-02383,STORE-004,PROMO-014,In-Store,Debit Card,Completed,3340.4,250.53,0.0,3590.93,1672.54
ORD-000373,2024-10-26,CUST-02888,,PROMO-014,Mobile App,Apple Pay,Completed,259.6,19.47,3.16,282.23,143.23
ORD-000374,2024-09-23,CUST-01633,,PROMO-014,Mobile App,Apple Pay,Completed,1098.71,82.4,1.96,1183.07,524.38
ORD-000375,2024-01-09,CUST-02643,STORE-005,PROMO-014,Phone,Credit Card,Shipped,524.61,39.35,14.58,578.54,158.3
ORD-000376,2024-09-09,CUST-01777,STORE-003,PROMO-014,In-Store,Gift Card,Completed,1769.87,132.74,0.0,1902.61,856.63
ORD-000377,2023-06-25,CUST-01560,,PROMO-014,Phone,Debit Card,Cancelled,1022.35,76.68,8.97,1108.0,379.2
ORD-000378,2024-03-14,CUST-02148,STORE-002,PROMO-014,Mobile App,Credit Card,Cancelled,781.9,58.64,11.83,852.37,314.04
ORD-000379,2023-05-16,CUST-01039,,PROMO-014,Marketplace,Gift Card,Completed,3897.79,292.33,0.36,4190.48,1856.35
ORD-000380,2023-01-17,CUST-02271,,PROMO-014,Phone,Gift Card,Completed,1105.55,82.92,9.43,1197.9,627.55
ORD-000381,2024-09-05,CUST-02565,,PROMO-014,Marketplace,Gift Card,Completed,2834.52,212.59,9.32,3056.43,1605.3
ORD-000382,2023-02-03,CUST-01522,,PROMO-014,Mobile App,PayPal,Completed,221.87,16.64,6.4,244.91,106.66
ORD-000383,2024-01-01,CUST-00645,,PROMO-014,Website,Gift Card,Completed,1107.24,83.04,8.98,1199.26,574.41
ORD-000384,2023-11-09,CUST-00296,,PROMO-014,Phone,Gift Card,Cancelled,1841.66,138.12,14.98,1994.76,970.45
ORD-000385,2023-02-24,CUST-00044,,PROMO-014,Marketplace,Gift Card,Returned,3937.46,295.31,12.89,4245.66,1844.61
ORD-000386,2023-11-29,CUST-02535,STORE-004,PROMO-014,Phone,Gift Card,Processing,458.52,34.39,6.01,498.92,262.14
ORD-000387,2023-01-19,CUST-01804,,PROMO-014,Marketplace,Gift Card,Shipped,5010.46,375.78,10.62,5396.86,1803.14
ORD-000388,2024-08-13,CUST-01272,STORE-009,PROMO-014,In-Store,Debit Card,Completed,480.37,36.03,0.0,516.4,286.5
ORD-000389,2023-02-05,CUST-00232,STORE-007,PROMO-014,Phone,Apple Pay,Completed,2716.17,203.71,4.33,2924.21,1249.97
ORD-000390,2024-12-01,CUST-00292,STORE-013,PROMO-014,Mobile App,Gift Card,Completed,16.21,1.22,7.41,24.84,8.04
ORD-000391,2023-11-13,CUST-02390,STORE-010,PROMO-014,In-Store,Debit Card,Completed,286.91,21.52,0.0,308.43,115.51
ORD-000392,2023-02-16,CUST-02991,,PROMO-014,Website,PayPal,Shipped,1305.09,97.88,8.89,1411.86,570.9
ORD-000393,2023-11-27,CUST-01974,STORE-013,PROMO-006,In-Store,Cash,Completed,1757.67,131.83,0.0,1889.5,637.44
ORD-000394,2024-01-14,CUST-02037,,PROMO-014,Website,Cash,Completed,2394.42,179.58,12.11,2586.11,1139.91
ORD-000395,2023-02-10,CUST-00288,,PROMO-014,Marketplace,Apple Pay,Completed,580.74,43.56,9.91,634.21,197.15
ORD-000396,2023-03-09,CUST-02907,,PROMO-014,Mobile App,Gift Card,Completed,171.43,12.86,8.06,192.35,73.64
ORD-000397,2023-02-22,CUST-02586,,PROMO-014,Mobile App,Gift Card,Completed,2844.96,213.37,11.5,3069.83,1371.78
ORD-000398,2023-09-30,CUST-00107,STORE-004,PROMO-014,Marketplace,Credit Card,Cancelled,1040.88,78.07,12.4,1131.35,438.6
ORD-000399,2024-05-05,CUST-01746,,PROMO-014,Phone,PayPal,Completed,1514.18,113.56,8.35,1636.09,657.24
ORD-000400,2024-06-28,CUST-00775,STORE-001,PROMO-010,In-Store,Debit Card,Completed,2534.02,190.05,0.0,2724.07,1514.41
ORD-000401,2023-08-07,CUST-01023,,PROMO-014,Marketplace,Gift Card,Shipped,1593.2,119.49,4.88,1717.57,667.2
ORD-000402,2023-03-16,CUST-02928,,PROMO-014,Mobile App,Apple Pay,Cancelled,687.14,51.54,4.11,742.79,404.44
ORD-000403,2024-03-19,CUST-02390,,PROMO-014,Phone,Credit Card,Completed,503.76,37.78,9.56,551.1,191.04
ORD-000404,2024-08-07,CUST-02502,,PROMO-014,Mobile App,Debit Card,Cancelled,730.84,54.81,11.54,797.19,359.27
ORD-000405,2024-10-13,CUST-00367,,PROMO-014,Mobile App,Gift Card,Returned,291.24,21.84,4.61,317.69,126.75
ORD-000406,2024-02-16,CUST-01693,,PROMO-014,Website,Credit Card,Cancelled,4106.04,307.95,9.23,4423.22,1835.83
ORD-000407,2024-02-19,CUST-02655,,PROMO-014,Website,PayPal,Completed,644.73,48.35,0.87,693.95,219.21
ORD-000408,2024-05-29,CUST-00895,STORE-009,PROMO-014,In-Store,Debit Card,Completed,929.16,69.69,0.0,998.85,381.62
ORD-000409,2024-12-21,CUST-02657,STORE-007,PROMO-013,Phone,Gift Card,Cancelled,214.91,16.12,2.95,233.98,73.07
ORD-000410,2023-04-04,CUST-00036,STORE-007,PROMO-014,In-Store,Debit Card,Completed,538.45,40.38,0.0,578.83,295.49
ORD-000411,2024-01-04,CUST-02884,STORE-005,PROMO-008,Marketplace,Credit Card,Completed,947.07,71.03,3.63,1021.73,355.11
ORD-000412,2024-04-27,CUST-00330,,PROMO-014,Phone,Debit Card,Cancelled,2749.2,206.19,4.28,2959.67,1257.44
ORD-000413,2023-01-16,CUST-01301,STORE-008,PROMO-014,In-Store,Credit Card,Shipped,4007.07,300.53,0.0,4307.6,1711.64
